Video_ID,Views,Likes,Dislikes
QxIXxrUQKYw,602085,2714,167
QvmDdm9tSE0,16683,292,44
Qv-cXMkX3hI,51965,550,105
Quo-Oen1wkY,3252361,18298,1943
QtvpPu7bRtE,102053,1129,183
QtKT3q7xB4M,115035,428,48
Qpdb9zo_1t8,2436748,18316,394
QpTJt3JV3YA,51036,676,54
Qk5RKJhvIOU,37042,729,57
Qj2qkfq5dYc,283793,11328,116
Qiz138vWsEc,672250,31909,160
QiuMuWJu02k,125246,1531,112
QgZM1GqG19M,41544,1566,43
Qg67XjD28UQ,436337,1445,20
Qe9B8kzlFjM,4702665,90323,1595
QdlKervJ0-Y,424719,13436,414
QdG2mrnodcw,150601,1435,45
QclTi3xNS-s,363583,4972,127
QcaUwq-LQXk,602740,10174,172
QbXzxhEz6tI,196795,244,48
QaZasuZFGXY,1593,51,1
QYGxiluqNEY,210452,11513,57
QX_cosIMVuM,98206,2339,59
QUmPdKOznfA,28095,614,160
QUiO8MDzxQY,87649,3365,71
QTIkUzkbzQk,4080871,56799,970
QOlnuN2PXbg,107471,726,31
QNwhAdrdwp0,8180501,100808,2332
QNrk53FZcxY,166788,1266,51
QNNcl2mEHzQ,2838354,22205,1374
QMyemg_OZJ0,2580,17,1
QMYl_AMS6pY,7475,84,15
QLml1nzsI2A,756628,21822,181
QJzsuxz8v3s,321829,4597,102
QJh-gs8p44g,126691,691,61
QJJg-q14Ogg,72884,986,226
QIQbkTMqtW0,87686,825,32
QIJq2lVnUBI,16232,221,13
QIF6L5434Xc,2813,19,2
QGA1YFGQvWY,212783,1558,281
QFb3lNBV8Qs,424383,14613,470
QDUlgVlYuSY,1429,64,24
QCSPda7xQ3s,5090339,33538,781
Q9HXKeACYO0,256361,609,49
Q4VQzIJold0,89444,923,28
Q3UR5uMYkws,6107,124,65
Q3EASLgzOcM,2232648,49249,1700
Q1fWPr7SG-Q,31424,417,11
Q166PYuQdc4,107660,485,224
Q01vpy6MCEg,330929,6734,149
Q00bB9o7Eok,1435897,53898,1054
Q-G1BME8FKw,5758654,44525,1375
PzdXD-OyS_M,55746,613,235
Pz0uJl-FzJc,254968,16474,396
Pws-LN_-riM,9832633,312690,27895
PvLDH-3bURk,28381,785,51
PudgrItGG7U,72533,800,66
PuXDogMYzMs,11527,130,57
PuCwFA8W5zw,50965,677,58
Pu5FAWnFRI0,500564,7382,265
PtJ6yAGjsIs,9749739,114214,1307
PsDVVH7ZhdU,148192,1217,11
Pr3wNUTqqfI,51519,334,22
PqSf_al90Z0,51549,2423,173
PqRhhATb_yM,6861,81,5
Po5sKv4E2ko,3396604,26321,809
Pnmc45ERdcg,19941,233,11
PnWnIxPC1q0,86428,3544,61
PmujiETx0Ko,243004,2411,69
PmUsISqqN3I,65702,3043,47
PlH1Dc7V7hc,62911,202,7
Pl4Lm9uDhk4,233803,1114,23
Pks_6st8bg8,628443,8000,521
PjBJZPJtD3w,1743567,81455,1208
PieAEBPnkIE,845122,377,156
PgujxWD-Y4M,25786,246,39
PfA2DRoKZxw,28229,360,21
PdgrEGFu44E,127782,1984,162
PdSNfcNai4M,29063,444,106
PbpJr6TWsCA,19509,450,109
PblalSQSksU,114403,1258,101
PbbjVrJan5w,96332,3091,26
PbWc46OejsQ,33487,442,249
P_J-0gLs1X8,346280,19110,216
PZQZaVk4pJk,98380,841,15
PYGwybsByKI,69441,161,24
PY93bio9XPA,68561,1224,77
PWEtCsi3Eo8,1537725,35288,1315
PWCbDdAEoE8,29623,102,38
PS4gsWDSn68,842694,11269,250
PRRoAZcwQMY,429003,5798,394
PQUXBjZmgDY,77733,1800,70
PQC5U-aPO6I,124760,2314,54
POf4OK-KoVY,26155,684,21
POX1_p-ejts,724,3,3
PMoOMT2PRhk,699274,30740,179
PMiZqigHEKk,107848,1589,138
PLQURfozB-8,144958,1707,74
PIBSRLmJKd8,85963,1946,49
PHow1B32WZw,278538,2093,4174
PHlJQCyqiaI,1584577,29889,334
PHXxKZkeFmc,242882,6359,44
PG1gU7fjBUk,187406,5218,65
PFr3gT4sOpI,563880,9129,407
PEmmYuHCy-I,19671,24,7
PE9qcIst6Hw,44280,420,42
PDxISykYRc4,728680,4670,124
PDde-yts33I,301087,9173,291
PDWEEADbo2w,4117233,209968,1690
PDUh7geek4w,989186,167,15
P9vXNloQfTM,5115771,91984,1476
P9rEPJ65UIw,855336,19391,932
P9F_xHdfvWo,569637,57,8
P8yNjqrf0G4,30891,829,60
P7ohxUUd5XQ,914582,3106,186
P7N5Tv282Ys,96438,1942,28
P6ZxASdQkVU,108987,2074,75
P3tYcTADfmE,108379,2752,58
P2sYRVhO9VA,381531,6776,212
P2gI1Cp3na4,1002493,8726,242
P0SDm32mXyo,360910,12215,161
OynMY2JC200,120215,1752,80
OyieVY5oV9k,32553,482,131
Ov-hKeGucyc,131025,933,68
OulXMB4W5B0,1293958,26090,234
OteHE_IuZ-k,632699,4863,71
Ot6NEtlwkRI,41481,891,18
OqWeSXDG72c,72200,1290,55
OoogjYCh28Q,202181,699,316
Oo0OWLqCaF8,32924,249,83
OmV_j1yEvCY,143422,978,41
OlnhMlQE7Bo,671539,27831,164
OlPRZ8zpFIs,3504,22,2
OkzZb4UaTFg,124905,2637,93
OkbfvPeH3G0,1359569,4948,182
OjxjnbABcZQ,1410,52,90
OjljgkCQv5c,4044830,94259,2733
OjdD6coa4Rs,51780,374,30
OjFLxAB4vpA,543708,3850,246
OhjOlL2SSNg,248886,11718,102
OhbBYFeUxs4,43495,1292,48
OhNR-VB5myo,240,4,0
Oh3dVuDoJeI,60628,557,33
OfbA9a_CUxU,157796,1439,77
OeyxR8WJiaI,576877,30006,1150
OclHuGFFgRI,62784,821,1405
OcQLWJPE1lQ,80615,1034,92
Obv_0VpimPc,95254,1157,48
OaRBPXLgKyg,2134646,22970,468
OaIc9KHioas,50575,429,49
O_vyu06IHg4,28894,692,70
OZwVF2OT5wE,26991,504,56
OYxRP_lvMBE,510089,10618,255
OXfgvcJ5T8E,1068515,7715,202
OX_uq4ZhUZg,360325,13760,187
OWk9Rjz06jU,1311197,24954,562
OVGMhze-OVI,1322119,69383,298
OVBjPpUlQrE,7521125,58017,2656
OV9Ma4F_xyA,146212,5532,263
OV94PfAQsc0,130186,4859,371
OTosCy89z7A,174002,1219,136
OTgCUAPvjps,56704,821,16
OSnys1IDNHU,73799,580,11
OSaZc7cKc9Q,146822,3059,107
OQeHsq_qxp0,38282,1106,36
OQ9iGr8TEmw,12022,178,66
OPCJrB5LQAo,83418,837,142
OP5UiXEbgJk,242049,2270,1146
OMW_dPtm7Bo,3912787,58326,811
OMM-WGEyp7A,30531,519,27
OLjaRjaGjRc,798303,6547,154
OKhpskClOPo,70540,1228,27
OIB8D4JLEhw,330884,2899,91
OHph3oMMr7M,27352,736,116
OHa0TUUzxSU,86552,382,44
OGzVYyV_Jsg,5106610,49553,1145
OFAyhgY92P4,23064,237,44
OFAwDO6b5KI,4203756,26564,1264
OEY3Q43aE_c,473244,11910,114
OBoI4Vel24A,88179,776,15
OBkgrYOyVYA,346213,11445,104
OB_Tq_vNb6E,74489,1153,185
O9zLvSRbV_E,54015,1334,51
O92pekaban8,4845761,155092,6069
O8beQPnPhtU,206128,3318,178
O5QFDe7rFfk,20606,401,573
O5AKTdP63gs,79621,1489,30
O5-LEJ6J1Ug,34525,756,23
O2uuOa701LI,304377,4424,579
O2brGsNwbZY,115376,2641,47
O1nIAhRMQMI,535744,11025,917
O18EdP3ziQw,84412,1542,66
O0ddFLsMGFw,130126,541,31
O-nDSZRuZHc,110521,1386,80
O-LtbHykms0,666962,12668,1756
NxQQO_NlFL0,117627,719,241
NvwMflZqXxY,20727,255,10
NvaYifNZv9I,14094,270,14
NvZorSuzgOs,534766,10146,821
NvZVq23wAUw,1390082,25001,297
Nutd-ofrzZQ,126923,1456,2053
NurMqWtRSpY,112380,603,59
NueLjUNB-GM,819634,1552,779
Nu4GgQ1LWiI,755951,5345,206
Ntvp1azbhzM,34968,304,7
Nru8zovo_hk,65782,1457,158
NpmSDlNHQew,52391,403,131
NnjJmpzW5Aw,133646,2472,294
Nmex12zfesg,57723,776,60
NmNninJ5o8w,10292,116,254
NmGk140utHU,16878,224,102
NivevPVqDS0,226726,5367,104
NiXbK7kiVgA,238963,5529,55
NguKeqCDxhQ,18323,544,51
NfpXeLVzJIw,5329840,93158,14974
Ne51PAh8iQE,181233,9408,53
Nc6loZU3kjQ,4210190,66602,1997
NacdU20UM1o,371047,11168,242
NZxVghfY6dk,1687527,10262,7022
NZGLHdcw2RM,376031,11759,395
NYCLXB5JNv8,393105,3366,267
NXW1waqRCb0,1641340,15973,424
NW_QF7SIJ_s,77996,193,17
NWYzHdytwhY,99071,2887,343
NVoyXgm-ock,18977,55,2
NUZTYLcrnCI,13542,109,83
NUXrieKA8r4,51406,846,658
NUL0nQFZEpo,552448,6186,3784
NTzycsqxYJ0,3456347,15325,315
NTwXUsfE3HQ,216003,3182,74
NSn1QnS__Yg,3285920,107325,898
NRP-4f_vyrY,1780926,4885,517
NRMazof6RMc,120016,6046,65
NQhe1TDn7VI,1616559,61759,659
NOISdxivXTc,304193,508,95
NOELmQIXnXg,620740,14845,124
NLh9aXmZk04,2981012,83733,1075
NKs4tKl4SgM,2867,11,3
NK33GjwzNRI,392685,2814,202
NJpi1MDPSVU,243117,3308,77
NIidTpFVfT4,69360,491,51
NIL0u2RUR9M,41860,157,9
NHqT88vu6Mc,1048261,1462,369
NHlkP0E62MU,109906,776,40
NHh24Y9LrY0,532752,2182,52
NHdMCZkIvdw,74561,1164,25
NHEqGu_j-IE,27634,367,45
NGsHGsulNi8,9867,182,15
NFNWNBWadrw,57539,1219,112
ND-0_eSsSrA,177271,1090,47
NBDQFRJCuxA,49984,232,48
NALUOGcSfp4,160348,1421,50
NALCt_Fuceg,164982,5689,64
N9y61eSRPM8,5650291,23316,1925
N9u10zkKzIg,140373,1825,90
N8JniegRE6o,33977,538,10
N6S3u1GM5IE,140198,2304,135
N5XCnq-SOOo,104367,3763,55
N5BKctcZxrM,3835851,31428,907
N56rGkoQ9-o,1453497,45886,440
N06IFA2Gv8A,1841,83,13
MzS7msRMNck,255468,1015,75
MzQKy9rVNgA,34983,477,14
MunlAm7IGsE,876603,2613,30184
Mu4naXsKsys,50735,836,79
MtW-WNfM3r8,3357141,54051,2832
MrgAqEmbbMY,134893,2352,69
Mr5X0nS5kDU,26317,407,26
Mqrhn8khGLM,118905,3336,201
Mpw697MIamw,90645,2287,117
Mo9ZuZ2joGU,560848,2732,413
Mnj-MXs1yVU,2239910,13983,638
MjVzSnkmF2Q,343775,1323,113
Mij9HfKVTbY,54615,981,53
MhrWhw08RBE,38306,1091,33
MdA3XcMe0cI,1842,109,18
McZItdQaCJA,279145,5017,118
MbRamkuMUHI,182717,3348,37
M_ubH90kigo,245993,714,84
MYzFieit8dI,867395,2626,200
MWiy13jFIq0,2250,81,28
MUY3GVByRUs,1860975,18034,851
MTY0A8tmPO0,3757494,132699,770
MTH0Hki6hRE,735223,7327,299
MNy0MG_iy0Y,540254,15059,193
MMXI7tjmvjs,320254,2631,75
MMJDf8IZ8qU,1256585,7947,287
MLm9nCWnr5Q,69711,221,20
MJGkm0UwNRk,2556920,30555,550
MHuhm_7x72w,177683,7348,68
MH5H4FTfVGc,63659,1261,89
MH0vgNhLSOg,635658,15894,194
MGcUiQrwg_I,11023,194,63
MGKChiBRyKs,373433,11079,128
MFWBXDIW5Iw,136343,1560,71
MD0eIy4zzXk,200455,1239,24
MCyjmEfdikI,49343,1031,54
MBBKXxTMjTg,41386,586,299
MASPbl210_c,668218,31462,254
M9vp9lhZiqU,4529413,165189,3303
M9E7oaqZZOE,340882,3418,197
M8PsZki6NGU,2776598,36095,708
M73-LmrGPBI,171438,290,70
M6T5Pv_MSi0,3923,20,2
M5lmzJ9g2BA,1012404,2476,417
M52DYzWrNZI,36757,598,298
M4jn3kdvWrk,42325,891,10
M4HJlp_xYmA,88461,133,15
M3QFz4VKOlE,258077,1298,45
M2uvEhV8pic,16517,71,3
M1xDzgob1JI,646026,4087,194
M1kuAdVKvuE,2668523,43285,1348
Lz8CZ8jb7YY,65205,406,198
LygJkFTfo50,83608,3625,219
LxnpqobGSzg,182314,942,1616
LwZH0lg0XUM,43436,254,16
Lu2FirHM-3I,75736,1317,78
Lsj-xRafmgQ,10583,259,66
Lrs9RQ2mb-8,234608,9908,67
Lrp7BRCYLx0,76783,1975,1340
Lrm2pD0qofM,93411,2320,35
Lqkpofxifvo,86412,1132,90
LnMon2cI4Yw,150562,1153,159
Lm_i8MAgiwk,62883,2792,404
Ll-GzXpBx-s,409808,6133,125
Lk8Thfbfpxg,65567,1971,22
Lj7qUFuqFuw,50619,1585,37
LhpA-_8cWv8,749572,14250,437
LhklHFwmBYw,1162050,7854,514
LgaDINnRa4A,44354,657,673
Lcyfa7SXQb0,181257,1129,55
LcZFUM_atGg,3517473,76855,2566
LaTsmHnk-MU,110445,2883,49
LZWmRUxOj9g,217182,6192,126
LYmvqe6xo4c,69184,200,190
LYG6Frj1EFk,31323,279,60
LWQ0NITMac4,144220,2162,510
LTToG1HioRU,566907,25439,389
LS9jlm9kxbI,24366,951,51
LR3G1lWbnUU,1355587,7493,297
LR0rvG2a2-o,77071,241,11
LPUP2DQAwBU,30448,991,66
LNQWQOZINzE,315880,6204,91
LMT9o-hK6Tk,41478,459,839
LMK4Pf2RTvY,102199,725,85
LLVazo8J9uE,152725,3645,567
LKnQVCCX8vU,3518377,47857,725
LIdFa1qLgNQ,1536151,13613,207
LIU4xb61PHc,7711075,259260,2526
LH6v9_M4Vbc,1400268,47234,580
LG7TNJ1sgoE,148624,579,75
LD9tdOQzowo,40383,615,8
LCfBYE97rFk,138706,5349,46
L8ZhoYCH-0M,41783,291,10
L82Gx5wrPVs,325939,6953,125
L76SvHvaSug,338907,12552,179
L6yL7TxUJm0,27870,747,53
L6cDDmk-O5A,5937893,67951,2194
L6P3nI6VnlY,9920151,200894,6470
L648zyfHHxI,138822,4198,125
L5_BhggEpzw,845105,9357,651
L50zp0Qu8yI,163220,1595,81
L4PD1yq-BNM,34528,544,41
L4CZM2HdVJc,329632,6264,128
L3sJIEHF1wc,37180,546,65
L1yiJxyWNT4,42218,1481,63
L1hhOfK5cVE,1117161,33868,225
L-rD20b0FSk,610799,21645,701
Ky4oI2d2g5s,76652,762,56
KxywNVLAf5o,2150853,13886,595
KxLb3aLb5j4,2169220,26940,880
KuByY3fzjQA,228265,2245,127
KraEqhl6HLI,227390,698,15
Kqz9Ct1EhcE,299202,17704,324
Kp2bSPv-1sY,98408,863,25
KnmD83viXIg,312385,10776,47
KmrU6gMc1Lc,1766828,21309,621
KmlMtxAOOO8,20083,622,46
KkSyhrDkJ2k,34629,1132,11
KjYR_uLn4Gg,52044,600,92
KjJjQMDGDng,210075,4227,22
Khr7dbuBjuE,1767786,8171,216
Khe6SJGPwG8,268232,6470,86
Ke-ilnaA-j0,15511,70,4
KdFTTtSFo0A,176909,3225,58
Kd-66ZmaeC4,11865,92,7
Kc4dbxQ-mEM,408980,3420,248
Kber63T-G4E,119068,3896,141
Kbb8zPQBmOw,1612271,52566,356
K_Ev_Es7onw,457284,1342,315
KWJpQxGPvHA,57181,1230,31
KT5Q0KYqiW0,364343,3151,1371
KRQb74Cr9N0,5457287,159736,2207
KRAZAzc1m1U,321933,4064,260
KQlpjJ-hA0Q,287574,1958,57
KQPxD-GbF2c,990728,30915,513
KQDm5Pa_PZo,25507,1455,128
KPppxWCnlMM,138143,612,91
KPVJgnCEqT0,92638,3187,247
KNLECaOgMcc,23789,361,217
KMkf6Jjg7e4,32073,364,52
KKMajKMQ5RM,78141,2825,68
KJCL9LR6rJI,22660,278,8
KIS9OuSV2Uo,59165,413,4
KGJYFreva_I,72682,1776,34
KG2DgNBvCs0,4082,113,22
KFSHMOM236Q,146185,12753,43
KFHFUrs2bng,55907,1528,117
KEaMvuWabHw,228992,5861,140
KEFogyOUJqA,62958,1168,50
KDuvnfPqu2k,6220,54,4
KCPEHsAViiQ,592869,20225,172
KBNSlo4c6AA,27077,719,6
KAH6O08AG_E,9425,89,6
K6Gz3wyvTY4,339533,8438,200
K5p77RMUUzs,80996,972,15
K4vJI2MO2CE,57662,231,86
K4XBcsY8CGo,169392,907,126
K4STcvndzbE,895096,4188,300
K4PihmWMaSI,488903,5019,99
K1qKYZyLoc8,70778,2768,72
K0rioL8HBDQ,39294,894,49
K-T8vtlV1S8,348643,4649,369
Jy0kYsjvf7Y,375506,2386,96
JxPNLlvU0_w,32082,350,34
JxLzDjZ5HFI,162028,3047,2434
JwAcB1pDrfo,109113,2509,33
Jtk-ZfjiwOE,173017,538,42
JtUMVYjUK6Q,254,21,5
JswPxrg2iJU,489757,4227,156
JseOG2YQr7w,141033,1663,81
Jred0SxbnK8,273849,3854,35
JqKniwxDkVQ,667627,13949,150
JqCgV1ttSbg,527511,16470,90
Jq73sIty43k,547106,7481,900
JpbWqiUy0YM,10624742,285752,3022
JpI9BaQD1oo,28122,793,31
Jocf2MiTCqA,1420334,16040,1797
JoZ09nJNN28,303061,7025,161
JnkO1wgPmOk,79420,2020,62
JkaxUblCGz0,1050954,21664,338
Jg53K9bKurM,17880,257,60
JffY6GIi2kI,2726680,43284,718
Jf6bpB9czoQ,52054,433,1860
JeqT2NvTFSw,633569,1330,177
JaqfHAt6HWI,125781,4613,4359
JaWVkjaAz-Y,33432,776,21
J_l3xCKBLzI,142745,4561,119
J_a4UDOw9Rc,2254547,100707,606
JY0DGLrd9GY,3082938,10779,399
JXms7GM6qaY,893491,21140,139
JWtnJjn6ng0,7655952,30332,885
JW79j81iLDI,316536,5153,1906
JVmY8k2i4Ak,30680,585,58
JVkjpZ1r6DQ,21846,252,18
JUz23OrMKIU,157394,1834,30
JUmZ3NfiHDI,8248381,339472,3273
JTW79dQFi2M,44296,672,97
JT1ZXsZteiU,1409965,974,21
JSs55ob8Rtg,50119,530,18
JQyzn3CWJuM,437638,19133,337
JPaGrUVXwWs,3009,91,2
JOcmMn87Njs,49516,744,53
JLN_ip3SBlg,192544,660,167
JLLEPU2er9E,87988,1246,20
JIO_BFCf8fU,749091,4532,230
JIDYj7G5yJM,5319,86,7
JHXXqnICPkc,75559,1406,260
JESt8aRiszg,1341509,68809,469
JD42ICB08Vw,50554,656,64
J9aoNAvjYZw,71705,824,103
J8h16g1cVak,873857,6124,508
J8FYAWb8VPI,26482,663,124
J68_roxw8fg,322068,9098,108
J4eHcqKh-X8,404447,8958,810
J3O0FUFmSe0,132524,1148,71
J3N8YT_01ng,354247,5220,87
J2t_PnPjcHs,42302,660,1399
J2f8sPPd--E,778131,22696,458
J1orjA9Z8g4,953068,3848,219
J1aqmFwNAeE,443561,9675,669
J1JdWOqc9Q8,3463008,22077,1071
J0KoHvWbn0s,5029,62,7
J0HdwZJfgvw,65487,986,15
Iz46th3HSMU,539015,3421,502
IxrUIiJ4rGg,351454,943,147
IxgBqm1feQY,158180,969,33
IxeG4Ygk3E4,55687,1196,103
IxI1iOi0t-c,2093868,30301,1050
IrBELaparx8,83963,684,58
IqhXDb69wl4,535808,18296,277
Io9Vzj3yhaI,209764,7388,360
Io3uQ6Q4NlU,239961,3743,65
IfuD34GO9pc,214294,1308,27
IeIT_xibmV8,20965,271,34
IcYyU4OAWJ0,52421,549,29
Ia9OHKN6BFA,183632,815,37
I_yn8U7MDgA,113,2,1
I_-2p1IVZo0,53442,729,43
IZTLaE2QYss,12325,460,68
IXd0Wa9mBgw,12444,135,22
IX_Db9aTDUU,85829,2583,75
IX9dd14GyKg,166872,449,27
IWOIE2N8qvU,27470,778,230
IW3T7GEHs_8,1344166,38459,657
IVkAFIp8iVM,5905,23,2
IVPFZvf9EYc,123472,330,47
ITzuPxDK8hc,35984,382,95
ITOL1cLUGn4,127202,2204,357
IOsU1RoI6CM,838240,11207,475
IONRs2GJLVA,2426,63,5
IO9-8Lvc9A4,101428,2702,88
INJ2bPFy108,2372599,15631,683
IMlkSMbYiAw,2237987,28246,934
IMcZ7_MeAjA,44155,785,7
IMQbqK5UtPg,11214,118,26
IMC7H23-sMs,1840660,19320,251
ILzvM6KX-6s,57137,277,37
IKMhSRlsoeE,74657,1156,115
IKA8H_LolNM,937007,7905,182
IJXsgjKe9no,129485,2800,95
IGYAPmOeoo4,8765,61,1
IET4K5npNOg,335646,4249,143
IChKV4hVQ4Q,26963,507,23
IC6zrIAR8qo,231957,5250,96
IC0zgfJAVhA,36852,638,36
IC0RzJLOogs,26656,362,28
IBkibh89tmA,33117,437,55
IBLK5FAAp1Q,371397,4100,172
IAPLDP9ZFNI,428524,2418,212
IA6zm_kt5iM,763321,19484,549
I9Exfgeu3aU,73976,3367,42
I8uf9HowrqY,157985,1539,30
I8tLJMeZgSg,51973,140,9
I8ruD045ybs,281623,5162,40
I7vOQ3M_FJY,234393,4729,74
I64fEasK3qE,73303,1277,44
I5X3vC-XsU0,1682111,14101,1109
I3jKWyUR0v0,39147,703,101
I3JURye4y9Q,22890,193,12
I3EVwJSqd64,4761642,32124,1429
HyOCCCbxwMQ,4210020,105705,4067
HwQoMHepwhw,352947,6124,223
HsN0Ze9Vwso,152220,304,14
HrELGOlaTSA,575372,1047,931
HpMx3e83cq4,116480,665,102
Hp-zR2meAIM,297667,6927,124
HnvSLMbctL4,1422043,79787,321
HnXyTwZl4pM,350135,4122,328
HnG4ag3Nkes,1110130,20791,618
HmU7ylnmn_M,561518,8797,102
HmDxxoFslzs,957381,24444,1102
Hld-7oBn3Rk,12897849,368005,7769
HlHg8aUCmtw,1334300,19859,627
HkyPAudgrec,163744,1028,73
Hke4hsDF6X0,95555,892,187
HkRUMLf3v7U,42618,626,33
Hjqrr7nss3s,2520662,24521,199
Hj0r9vi7dmU,1885694,57716,638
HhY1M5ZoAao,44689,512,30
Hfp4AvsZd3g,30202,463,10
HfSisHrUTLM,2675439,20650,489
Hectrz2f5qg,369020,11521,127
Hd5WdxGRNG8,2380043,3084,281
HbWL3VzoMF4,55389,1523,57
HbQUdakYUR8,30005,126,7
H_kOsnGzfYY,430183,7426,106
H_I6TV_z-og,55344,473,374
HZJYt5CstKk,918340,47297,164
HXXQTCvOZgs,283610,9004,155
HVlENdz0U0o,233485,584,22
HUk6GmqfqnY,919600,7773,168
HUHMZf3qwsQ,1028812,5681,358
HRvLAmqTcmY,37813,1100,19
HRvGlB1-Ku8,44348,775,10
HQfbj2jBTNI,477726,37150,290
HPzmR8MLYB4,1034076,14744,4180
HNOGQSkDDqo,132962,2773,109
HMvMgsUOmXk,223032,2724,52
HMs3CPB6ukg,222242,1663,1187
HMH4VFY6cFk,171728,2157,131
HJDphQlhnaw,163587,284,96
HIpNhyaty5Y,94575,1478,122
HHaEsRlCWAw,24575,142,33
HGk3YXXfm_I,174568,2600,63
HC765gMqmew,736076,22242,289
HBrnA3PFLJc,1275416,36735,339
HAKVOEkbSyA,33679,533,28
HA16mcJylmI,367153,4907,188
H9cHyf0MBf0,26574,557,21
H72s6Nx-FGc,49561,1538,33
H1B2ZRjfr8s,899088,42562,486
H-RMP0MUZ4E,28789,310,70
H-07PFgI418,87408,1999,134
H--DnsJ62Mw,388724,4612,92
Gy0e2R6aF4E,161909,2299,177
GxpwiwOdMHk,1257523,8645,1235
GxN1yPguSd8,87882,3066,26
GvlFJmh6ktU,691215,1745,104
GvQs89U_tV0,597881,2664,304
GuMpEW8pKf4,58234,615,43
Gtd3OBkGg64,634472,6459,125
GsfF5DmD-Kc,35472,353,39
GsWj7Q5iPus,97035,1703,512
Gp_MsziYf4s,739057,14239,378
GpIAEDI6VUs,5611981,171819,1991
GoXd_sESBBI,990857,13654,460
GoEB4w5mADw,172384,6546,54
GnXjTdAtIxE,26314,585,33
GjnN1TpOIeU,95441,1653,51
GjZdA70yEzw,17669,211,16
Gi9VZNMy450,55564,1389,75
Gi6wDhqg9_w,253523,2131,77
Gh0nIWg7EvI,241018,3583,33
GgTSEE5PGBs,56220,818,70
GfO-3Oir-qM,808078,14705,260
GdJCN7f9ttM,282877,1559,123
Gd9-PcOPjgk,195863,1789,350
GcOFAZd7aEs,79800,1033,35
GZkxZJXjKuI,73868,1019,55
GZg9tVs0a-U,35673,661,40
GZMrivD2Aok,1439198,11482,2315
GYEPBLLmQTE,28008,447,12
GXyXqTAYhJk,414669,11994,69
GXf9gNmgMSY,277979,1553,46
GV3HUDMQ-F8,733133,4524,410
GTu64AQBdP4,31612,410,33
GPIXRyAogAU,540878,4307,61
GNvVfq0U9Yk,1743,36,8
GN_M3u7GWgo,134944,1181,63
GNYsmbV29bY,5738519,144759,1411
GL004M9lm-M,108745,879,13
GJPS5PXvqRs,300198,712,187
GHxlMSwLfXA,107164,862,20
GGkQH867Yqg,147732,3515,96
GFUMJcJ3310,52586,554,17
GFOmn1Cnkvo,99679,2393,24
GEye0HRBo3E,501315,8309,1054
GDvKwyN2dA4,268005,11996,84
GDUoAXuyGJU,792507,29593,337
GC68w9tvv6I,1996068,32565,669
GBsV8IiQ0jw,462595,1027,15
GAhvJMcLShU,174696,1209,123
G9x1syObrU0,330,4,0
G5DpeENhY7o,47648,846,269
G4yld0greQs,74167,2611,25
G4dhDzk8Asw,135219,2859,68
G31-YML3PdM,59047,103,61
G0EWq-hqgcw,51433,641,44
G-rc1lHK64U,165124,4270,135
G-QRXw_WzmM,513850,7013,183
G-MzfpTBYJY,954727,278,146
Fy2P0quCDfo,49640,530,37
FxPI5fOP3tA,2495414,52535,920
FwEI6xzqKb0,133303,2931,303
Fu-u5VldxVY,457004,5414,365
Fs0VRfOg7Wo,94882,1634,51
FrQ-6YlrDoE,108523,1904,28
FrNF48LFiNA,11231,365,514
Fo3yRLLrXQA,6404159,45394,1229
Fnvw_LRdyVA,344131,12532,254
FnG3_fOB2Ns,2124,50,4
FmQygtqDLHs,499362,11069,235
FmDRwhJsSPk,152734,859,18
Fl1NRju93Qs,93442,590,65
Fi6RLrJrjLQ,602911,1283,65
Fgv_qDk6t7s,143466,5476,1563
FgJD6ksdkWY,213114,1416,67
FgBEolm5N6k,224145,6971,236
FfvnMu0maM8,1110083,40592,1644
FeL6GNNWoZk,815324,20230,536
FdzBNPSDp7I,79386,2161,104
FbEWtpSmJXg,8957985,67543,7557
FapFfOZ64cE,1429188,28118,1402
FZ5iqsenYLo,64494,2712,54
FWo0MN_tY1E,468713,8512,139
FWl7brvxQ5o,77995,798,55
FWDF4uTlOto,246932,2348,77
FW4IOystY2M,97479,2056,20
FOPdj6JYuMw,15285,285,36
FNeQq3p_Qvc,525219,8436,380
FMgJ_oprkFA,223148,1230,161
FKg_r2STIyU,92864,311,37
FHFD8rZi4gg,122464,383,25
FAcnmhCAMo4,204856,3345,48
FA_K9QPuKuM,2027315,15488,1244
FA1lcuX01Lw,77253,943,176
F6mLrURV89k,411224,7511,327
F5D6rtwOPE0,67101,328,53
F40X6O8Fq7c,78771,1123,46
F2hq0iaJaQ8,195378,1410,26
F1tynMNmoI4,772080,14319,757
F0zMF6m1lHc,26624,403,55
F0HtVeyi12k,37311,544,24
F-XlXPyJRSY,229126,1581,113
EzJJo0whbJ4,2218400,39889,1053
Ey0t2gnmOXI,211939,8094,33
ExSaQ6AWvQs,76970,427,65
EvPgcg8OzTA,151514,1346,99
EvGL42rywPM,1936136,14654,174
EuVHnRWooiE,104695,720,87
EpP3Al2GaB8,1064176,17521,632
Ep7UlDRAE58,256561,4004,29
EnhWPEcLQxo,32188,722,34
EmqnCf8BIQE,40181,583,37
El3m8hDJO-g,15679,204,196
Ej9qnDW3kE4,159301,1063,130
EfSmvvwi2ac,168896,5200,80
EfNURrdgWTU,498244,4329,186
Eczr3h-7_CQ,62231,981,29
EcqcCSFT3uU,1859086,6326,140
